Country,Year,GDP ($),GDP/Capita ($),No.Suicides,Population,Suicides_rate/100k pop
Saint Vincent and Grenadines,2006,610930037,6142,6,99463,6.032393955541257
Saint Vincent and Grenadines,2007,651833333,6539,11,99689,11.034316725014795
Saint Vincent and Grenadines,2008,695428852,6966,4,99826,4.006972131508825
Saint Vincent and Grenadines,2009,674922481,6754,1,99927,1.0007305332893013
Saint Vincent and Grenadines,2010,681225963,6809,5,100050,4.997501249375312
Saint Vincent and Grenadines,2011,676129407,6759,5,100037,4.998150684246829
Saint Vincent and Grenadines,2012,692933741,6918,10,100167,9.98332784250302
Saint Vincent and Grenadines,2013,721207148,7183,0,100398,0.0
Saint Vincent and Grenadines,2014,725185185,7203,2,100676,1.9865707815169455
Saint Vincent and Grenadines,2015,756666667,7496,3,100948,2.9718270792883463
San Marino,1999,1215640315,48255,2,25192,7.939028262940616
San Marino,2000,1101897918,43435,1,25369,3.941818755173637
San Marino,2005,1958711603,69301,1,28264,3.5380696292103027
Serbia,1998,18284194680,2547,1460,7179002,20.3370886371114
Serbia,1999,18409364147,2570,1571,7162831,21.93266880092522
Serbia,2000,6540247190,915,1543,7149140,21.583015579496276
Serbia,2001,12267175481,1718,1442,7142410,20.18926384791688
Serbia,2002,16116843146,2258,1446,7138113,20.2574545961937
Serbia,2003,21188704081,2979,1378,7111975,19.37577114655212
Serbia,2004,24861483281,3508,1345,7086364,18.980114484663787
Serbia,2005,26252007830,3719,1437,7058982,20.357042984385
Serbia,2006,30607991862,4353,1443,7031811,20.52102936213729
Serbia,2007,40289556656,5748,1353,7009610,19.302072440549477
Serbia,2008,49259526053,7049,1289,6988532,18.444503080189087
Serbia,2009,42616653300,6116,1373,6968240,19.703684144059334
Serbia,2010,39460357731,5682,1207,6944871,17.37973246731293
Serbia,2011,46466728667,6734,1256,6900027,18.202827322269897
Serbia,2012,40742313861,5933,1243,6867174,18.100604411654636
Serbia,2013,45519650911,6662,1197,6832840,17.518337909273452
Serbia,2014,44210806366,6500,1134,6801810,16.672032885364338
Serbia,2015,37160332465,5492,1062,6766406,15.695185893367913
Seychelles,1985,168887539,2947,8,57300,13.961605584642234
Seychelles,1986,207850624,3621,1,57400,1.7421602787456445
Seychelles,1987,249267040,4276,3,58300,5.145797598627787
Seychelles,2001,622262057,8257,6,75363,7.961466502129693
Seychelles,2002,697518248,9070,5,76904,6.501612399875168
Seychelles,2003,705704816,9001,8,78402,10.203821331088491
Seychelles,2004,839319927,10526,6,79735,7.524926318429799
Seychelles,2005,919103255,11361,5,80900,6.180469715698393
Seychelles,2006,1016418229,12442,8,81691,9.793000452926272
Seychelles,2007,1033561654,12554,6,82331,7.287655925471572
Seychelles,2008,967199594,11667,4,82900,4.8250904704463204
Seychelles,2009,847397850,10157,4,83429,4.7944959186853495
Seychelles,2010,969936525,11563,6,83885,7.15264946057102
Seychelles,2011,1065826670,13204,5,80717,6.194481955474064
Seychelles,2012,1059498884,13044,3,81224,3.693489608982567
Seychelles,2013,1328091524,16090,9,82541,10.903672114464328
Seychelles,2014,1342997306,16018,4,83845,4.770707853777805
Seychelles,2015,1375604279,16005,7,85949,8.144364681380818
Singapore,1985,19138296376,8142,324,2350500,13.784301212507977
Singapore,1986,18569292305,7805,326,2379300,13.701508847139914
Singapore,1987,20897630201,8679,301,2407800,12.501038292216961
Singapore,1988,25337226971,10586,366,2393400,15.292053146151918
Singapore,1989,30423573842,12514,394,2431100,16.206655423470856
Singapore,1990,36152027893,14393,354,2511800,14.093478780157655
Singapore,1991,45474442836,17768,296,2559300,11.56566248583597
Singapore,1992,52156414979,20029,277,2604000,10.63748079877112
Singapore,1993,60644572348,22835,270,2655800,10.166428194894195
Singapore,1994,73777792327,27202,316,2712200,11.651058181550033
Singapore,1995,87890009877,31783,364,2765300,13.16312877445485
Singapore,1996,96403758865,34148,239,2823100,8.465870851191951
Singapore,1997,100163995151,34779,303,2880000,10.520833333333334
Singapore,1998,85707636233,29150,328,2940200,11.155703693626284
Singapore,1999,86283126844,28789,277,2997100,9.242267525274432
Singapore,2000,95833932715,31446,309,3047600,10.139125869536684
Singapore,2001,89286208629,28774,305,3103000,9.829197550757332
Singapore,2002,91941192896,29048,321,3165200,10.141539239226589
Singapore,2003,97001377569,30067,320,3226200,9.91878990763127
Singapore,2004,114188557567,34799,335,3281400,10.209057109770221
Singapore,2005,127417688056,38122,359,3342400,10.740785064624221
Singapore,2006,147797218201,43318,372,3411900,10.903015914886135
Singapore,2007,179981288567,53098,328,3389600,9.676658012744868
Singapore,2008,192225881688,55735,319,3448900,9.249325872017165
Singapore,2009,192408387762,54413,349,3536100,9.869630383756116
Singapore,2010,236421782178,66099,296,3576800,8.275553567434578
Singapore,2011,275966926379,76638,308,3600900,8.553417201255241
Singapore,2012,290673681684,80040,392,3631600,10.79414032382421
Singapore,2013,304454327499,83151,357,3661456,9.750219584777202
Singapore,2014,311539499645,84442,355,3689370,9.622239027259397
Singapore,2015,304097759674,81766,329,3719115,8.846190558775406
Slovakia,1992,15431288006,3143,796,4909228,16.214362013742285
Slovakia,1993,16452201101,3334,738,4935260,14.953619464830625
Slovakia,1994,20079363626,4036,691,4974858,13.88984369001085
Slovakia,1995,25733043137,5141,735,5005232,14.684633998983463
Slovakia,1996,27821913815,5529,672,5032436,13.353373992237556
Slovakia,1997,27660149541,5468,630,5058389,12.45455816071085
Slovakia,1998,29828899206,5871,673,5081100,13.2451634488595
Slovakia,1999,30415095887,5966,692,5098200,13.573418069122436
Slovakia,2000,29114875622,5696,729,5111813,14.26108505925393
Slovakia,2001,30703017450,6020,692,5100256,13.567946393279083
Slovakia,2002,35083608131,6869,717,5107584,14.037948274565823
Slovakia,2003,46731767494,9138,753,5113982,14.724338098960848
Slovakia,2004,57240535138,11177,676,5121210,13.200005467457887
Slovakia,2005,62697540107,12229,679,5126946,13.24375173836432
Slovakia,2006,70596729394,13763,0,5129369,0.0
Slovakia,2007,86304245825,16815,0,5132660,0.0
Slovakia,2008,100324627215,19530,591,5137067,11.504619270101013
Slovakia,2009,88945625174,17299,601,5141744,11.688641052530036
Slovakia,2010,89501012916,17387,631,5147562,12.25823020684355
Slovakia,2012,93413992956,18256,571,5116922,11.159052258369387
Slovakia,2013,98478349315,19226,616,5122209,12.02606141217588
Slovakia,2014,100948236941,19679,554,5129686,10.799881318271723
Slovenia,1995,21273055398,11291,564,1884000,29.936305732484076
Slovenia,1996,21480023017,11346,607,1893100,32.06381068089377
Slovenia,1997,20749140606,11014,593,1883900,31.47725463134986
Slovenia,1998,22125435372,11767,612,1880300,32.54799765994788
Slovenia,1999,22689994990,12041,590,1884400,31.30970070048822
Slovenia,2000,20342201356,10783,588,1886483,31.169112046066672
Slovenia,2001,20875387068,10979,581,1901330,30.55755707846613
Slovenia,2002,23563576758,12362,540,1906124,28.329741401923485
Slovenia,2003,29697448108,15568,562,1907589,29.461272842315612
Slovenia,2004,34470227454,18067,512,1907862,26.836322543244744
Slovenia,2005,36346974008,19012,503,1911817,26.310049549721548
Slovenia,2006,39587732029,20634,529,1918570,27.572619190334468
Slovenia,2007,48114688201,24964,434,1927332,22.51817538441742
Slovenia,2008,55589849128,28599,408,1943758,20.990267306938414
Slovenia,2009,50244793832,25872,447,1942037,23.017069190751773
Slovenia,2010,48013606745,24689,414,1944774,21.287820589950297
Slovenia,2011,51290792018,26377,435,1944561,22.370087644460625
Slovenia,2012,46352802766,23820,440,1945988,22.610622470436613
Slovenia,2013,48116256926,24697,446,1948276,22.89203377755513
Slovenia,2014,49904928335,25569,388,1951786,19.879228562967455
Slovenia,2015,43072415017,22036,422,1954632,21.589741700739577
South Africa,1996,147607982695,3908,143,37773652,0.37857075614505054
South Africa,1997,152586154514,3960,104,38528157,0.269932454853732
South Africa,1998,137774361015,3512,180,39232468,0.45880366231357156
South Africa,1999,136631966609,3424,279,39907560,0.6991156562816669
South Africa,2000,136361854808,3361,267,40568559,0.6581451414135759
South Africa,2001,121600818310,2953,384,41185599,0.932364732633851
South Africa,2002,115748110113,2769,236,41803868,0.5645410611286017
South Africa,2003,175256916996,4132,256,42415309,0.6035556643003591
South Africa,2004,228937347866,5323,383,43005874,0.8905760175923876
South Africa,2005,257671413751,5914,458,43566107,1.051275937967099
South Africa,2006,271811088781,6166,514,44079057,1.1660866519898554
South Africa,2007,299033511000,6708,417,44577435,0.9354508620785382
South Africa,2008,287099991517,6573,441,43680586,1.0096018400485745
South Africa,2009,297216730669,6517,372,45607048,0.8156634036037588
South Africa,2010,375298134440,8128,393,46176200,0.8510877898138002
South Africa,2011,416878162441,8906,358,46806739,0.7648471302390879
South Africa,2012,396332702639,8347,487,47484256,1.0256030967401069
South Africa,2013,366829390479,7612,587,48192699,1.2180268218636188
South Africa,2014,350904575292,7174,580,48912129,1.185799947493596
South Africa,2015,317741039198,6403,482,49627460,0.9712364888309818
Spain,1985,180302412231,5009,2514,35997000,6.983915326277189
Spain,1986,250638463467,6919,2755,36223000,7.6056649090356965
Spain,1987,317882187037,8727,2804,36425700,7.697861674586898
Spain,1988,375138723325,10250,2960,36597300,8.088028351818304
Spain,1989,413630538018,11258,2987,36740400,8.13001491546091
Spain,1990,535101248776,14517,2939,36861400,7.973110082633866
Spain,1991,575598537070,15574,2916,36958100,7.890015991081793
Spain,1992,629202392004,17005,2786,37000900,7.529546578596737
Spain,1993,523649481762,14106,3037,37122100,8.181110443644082
Spain,1994,529121577320,14223,3171,37203100,8.523483258115588
Spain,1995,612939685081,16444,3157,37275300,8.469415403766032
Spain,1996,640998292395,17166,3320,37341200,8.890983685580538
Spain,1997,588692045455,15738,3373,37405000,9.017511027937442
Spain,1998,617041986858,16473,3261,37458900,8.705541273235466
Spain,1999,633194118900,16756,3220,37789271,8.52093706703154
Spain,2000,595402616547,15538,3394,38319996,8.856994661481698
Spain,2001,625975838926,16169,3189,38713504,8.237435702022735
Spain,2002,705145868624,17924,3372,39340611,8.571295448359965
Spain,2003,906853273138,22701,3478,39947556,8.70641498068117
Spain,2004,1069555500372,26372,3508,40555823,8.64980597237541
Spain,2005,1157276458152,28092,3399,41195479,8.250905396682
Spain,2006,1264551499185,30246,3247,41808848,7.766298655251156
Spain,2007,1479341637011,34769,3264,42547327,7.671457245716048
Spain,2008,1635015380108,37848,3457,43199484,8.00241039916125
Spain,2009,1499099749931,34470,3429,43490086,7.884555574344001
Spain,2010,1431616749640,32839,3158,43595356,7.243890840116089
Spain,2011,1488067258325,34097,3180,43642571,7.2864634853890715
Spain,2012,1336018949806,30146,3539,44318859,7.985313881839782
Spain,2013,1361854206549,30792,3873,44227625,8.756970332456243
Spain,2014,1376910811041,31171,3911,44172771,8.85387063446846
Spain,2015,1197789902774,27108,3604,44186528,8.156332174367718
Sri Lanka,1985,5978460972,431,5668,13857000,40.903514469221335
Sri Lanka,1986,6405210564,454,5345,14101400,37.9040378969464
Sri Lanka,1996,13897738375,834,4898,16654427,29.40959782044738
Sri Lanka,1997,15091913884,900,5887,16775409,35.093034095323695
Sri Lanka,1998,15794972847,935,5518,16897691,32.655349183506786
Sri Lanka,1999,15656327860,920,5619,17020287,33.013544366202524
Sri Lanka,2000,16330814180,953,5252,17140342,30.641162235852704
Sri Lanka,2001,15749753805,912,4590,17266961,26.582558447893643
Sri Lanka,2002,16536535647,951,4382,17395955,25.18976394224979
Sri Lanka,2003,18881765437,1077,4467,17524596,25.489888611412212
Sri Lanka,2006,28267410543,1580,4015,17891558,22.44075110730994
Suriname,1985,873250000,2706,80,322700,24.79082739386427
Suriname,1986,891000000,2731,42,326294,12.871827247819452
Suriname,1987,979850000,2951,52,332013,15.66203732986359
Suriname,1988,1160900000,3418,49,339611,14.428272346891003
Suriname,1989,542520000,1560,53,347723,15.242017352892962
Suriname,1990,388300000,1114,26,348700,7.456266131344996
Suriname,1991,448300000,1235,57,363079,15.6990627384123
Suriname,1992,404600000,1093,48,370194,12.96617449229323
Suriname,1995,693970588,1782,55,389414,14.12378599639458
Suriname,1996,860630923,2174,21,395805,5.305642930230796
Suriname,1997,929607500,2314,32,401814,7.963883787025837
Suriname,1998,945000000,2318,29,407606,7.114713718640059
Suriname,1999,885444186,2142,49,413303,11.855708765723936
Suriname,2000,892164394,2129,52,419001,12.410471574053522
Suriname,2001,763465550,1798,72,424515,16.960531429984805
Suriname,2002,1078402128,2507,69,430176,16.03994644052667
Suriname,2003,1271196078,2916,77,435946,17.66273804553775
Suriname,2004,1484092538,3360,67,441717,15.168082731703784
Suriname,2005,1793754805,4009,72,447445,16.091363184301983
Suriname,2006,2626380435,5794,112,453293,24.708080645410362
Suriname,2007,2936612022,6397,119,459086,25.92106925499797
Suriname,2008,3532969035,7601,147,464789,31.627254517641337
Suriname,2009,3875409836,8238,131,470448,27.84579804781825
Suriname,2010,4368398048,9176,136,476052,28.56830766386865
Suriname,2011,4422276622,9184,127,481521,26.374758317913443
Suriname,2012,4980000000,10227,133,486964,27.312080564477046
Suriname,2013,5145757576,10451,131,492359,26.606602093188098
Suriname,2014,5240606061,10530,128,497701,25.71825252511046
Sweden,1987,180429286796,22813,1541,7909000,19.484132001517256
Sweden,1988,204068257818,25731,1590,7930900,20.04816603411971
Sweden,1989,214875344910,26978,1579,7964800,19.8247288067497
Sweden,1990,258154283909,32246,1471,8005700,18.37440823413318
Sweden,1991,270362531377,33623,1483,8041100,18.442750369974256
Sweden,1992,280312318915,34721,1355,8073200,16.783927067333895
Sweden,1993,209950792713,25880,1373,8112500,16.924499229583976
Sweden,1994,226079963712,27658,1324,8174100,16.197501865648817
Sweden,1995,264051981551,32072,1348,8233000,16.373132515486457
Sweden,1996,288103936773,34819,1253,8274300,15.143274959815331
Sweden,1997,264477727279,31821,1201,8311300,14.450206345577708
Sweden,1998,266800462899,31966,1231,8346300,14.749050477457075
Sweden,1999,270847937645,32328,1220,8378013,14.56192536344835
Sweden,2000,259802012617,30896,1131,8409008,13.449862338102186
Sweden,2001,239917320967,28429,1197,8439317,14.18361225203414
Sweden,2002,263926220333,31175,1180,8465828,13.938388542739116
Sweden,2003,331108912605,38997,1112,8490539,13.096930595336763
Sweden,2004,381705425302,44831,1155,8514314,13.565391175378311
Sweden,2005,389042298377,45563,1219,8538624,14.276304940936619
Sweden,2006,420032121656,48977,1197,8576044,13.957484359921661
Sweden,2007,487816328342,56531,1126,8629159,13.048780304082936
Sweden,2008,513965650650,59155,1170,8688504,13.466069647893354
Sweden,2009,429657033108,49070,1242,8755922,14.184685519126369
Sweden,2010,488377689565,55352,1141,8823125,12.931926046610469
Sweden,2011,563109663291,63380,1112,8884644,12.515977004818652
Sweden,2012,543880647757,60776,1154,8948909,12.89542669391319
Sweden,2013,578742001488,64133,1230,9024081,13.63019680341965
Sweden,2014,573817719109,62956,1148,9114524,12.595281991687113
Sweden,2015,497918109302,54629,1182,9114524,12.968312991440913
Sweden,2016,514459972806,55594,1130,8125852,13.906234078592618
Switzerland,1995,342617007104,51774,1419,6617500,21.443143180959577
Switzerland,1996,330091688350,49621,1432,6652200,21.52671296713869
Switzerland,1997,286519135327,42923,1341,6675200,20.089285714285715
Switzerland,1998,295045152021,43872,1371,6725167,20.386110857916243
Switzerland,1999,289912492345,42859,1296,6764328,19.15933112646223
Switzerland,2000,272055499941,39952,1380,6809589,20.26554025507266
Switzerland,2001,278631271391,40582,1338,6865842,19.48777731849932
Switzerland,2002,301416810214,43419,1446,6942010,20.829702060354276
Switzerland,2003,352914820747,50639,1269,6969293,18.20844668175093
Switzerland,2004,394163688621,56123,1284,7023166,18.2823530014811
Switzerland,2005,408689353999,57790,1299,7071991,18.368236045549267
Switzerland,2006,430921192375,60536,1309,7118477,18.38876490013243
Switzerland,2007,479913034322,66807,1360,7183595,18.932024981920613
Switzerland,2008,554363487120,76202,1314,7274875,18.062166016598223
Switzerland,2009,541506500414,73529,1105,7364558,15.004294894547643
Switzerland,2010,583782977866,78474,1006,7439147,13.523055801962242
Switzerland,2011,699579638638,93053,1034,7518040,13.753584710908694
Switzerland,2012,668043614123,87951,1038,7595591,13.66582271214972
Switzerland,2013,688504173431,89634,1071,7681318,13.942919691646669
Switzerland,2014,709182559935,90809,1032,7809621,13.214469690654642
Switzerland,2015,679289166858,86068,1073,7892502,13.59518185741353
Thailand,1985,38900692712,840,2982,46303443,6.440125845501382
Thailand,1986,43096746122,911,2798,47331465,5.911500943399914
Thailand,1987,50535438696,1045,3035,48376410,6.273718946899946
Thailand,1990,85343063966,1666,3753,51228668,7.325976150697496
Thailand,1991,98234695722,1891,3559,51947693,6.851122339542585
Thailand,1992,111452869378,2120,3550,52570440,6.752844374138775
Thailand,1994,146683499006,2784,2307,52691000,4.378356835133135
Thailand,1995,169278552851,3114,4245,54366057,7.808180755135506
Thailand,1996,183035154107,3324,4443,55070703,8.067810574344765
Thailand,1997,150180268649,2689,4150,55859088,7.429408800945694
Thailand,1998,113675706127,2005,4963,56691783,8.754355106453435
Thailand,1999,126668932160,2203,5276,57507860,9.174398073585072
Thailand,2000,126392308498,2169,5182,58262135,8.894284426755044
Thailand,2002,134300851255,2305,4902,58263389,8.41351676264489
Thailand,2003,152280653544,2531,4484,60158951,7.453587413783196
Thailand,2004,172895476153,2849,4296,60686373,7.07901920584379
Thailand,2005,189318499954,3094,3937,61182665,6.434829211836393
Thailand,2006,221758486880,3598,3608,61636512,5.853673225376543
Thailand,2007,262942650544,4461,3754,58941621,6.369013841679041
Thailand,2008,291383081232,4921,3778,59216773,6.379949140423441
Thailand,2009,281710095725,4736,3787,59483718,6.366448042134825
Thailand,2010,341105009515,5707,3761,59769764,6.292479254226268
Thailand,2011,370818747397,6153,3873,60261832,6.426953631280244
Thailand,2012,397558094270,6584,3985,60382255,6.59962103104629
Thailand,2013,420333333333,6917,3961,60766487,6.5183955755085865
Thailand,2014,407339361696,6662,3952,61139919,6.463862014602931
Thailand,2015,401399422443,6552,4205,61261276,6.864042466239195
Thailand,2016,411755164833,6713,4117,53442001,7.703678610387362
Trinidad and Tobago,1985,7375918367,7317,29,1008000,2.876984126984127
Trinidad and Tobago,1986,4794444444,4516,104,1061600,9.796533534287867
Trinidad and Tobago,1987,4797777778,4449,119,1078300,11.035889826578874
Trinidad and Tobago,1988,4496852073,4104,164,1095600,14.968966776195693
Trinidad and Tobago,1989,4323058824,4040,173,1070000,16.168224299065418
Trinidad and Tobago,1990,5068000000,4656,170,1088500,15.617822691777675
Trinidad and Tobago,1991,5307905882,4817,148,1102000,13.430127041742285
Trinidad and Tobago,1992,5439552941,4803,163,1132600,14.391665195126256
Trinidad and Tobago,1993,4669488516,4066,174,1148300,15.152834625097972
Trinidad and Tobago,1994,4947205860,4254,148,1162900,12.726803680454037
Trinidad and Tobago,1995,5329214163,4637,184,1149173,16.011514367288477
Trinidad and Tobago,1996,5759537726,4982,146,1156185,12.627736910615518
Trinidad and Tobago,1997,5737751332,4937,160,1162267,13.766200021165533
Trinidad and Tobago,1998,6043694330,5175,171,1167924,14.64136365037451
Trinidad and Tobago,1999,6808982521,5803,139,1173276,11.847169804888193
Trinidad and Tobago,2000,8154338233,6920,166,1178363,14.087339809549349
Trinidad and Tobago,2001,8824873259,7458,179,1183354,15.126496382316702
Trinidad and Tobago,2002,9008273721,7578,156,1188800,13.122476446837146
Trinidad and Tobago,2003,11305459802,9465,144,1194458,12.055677135571113
Trinidad and Tobago,2004,13280275123,11066,168,1200116,13.998646797476244
Trinidad and Tobago,2005,15982282462,13258,136,1205471,11.281897283302543
Trinidad and Tobago,2006,18369070085,15190,141,1209301,11.659628165361642
Trinidad and Tobago,2007,21642304046,17827,131,1213988,10.790880964226995
Trinidad and Tobago,2008,27870257894,22857,199,1219336,16.32035796531883
Trinidad and Tobago,2009,19175196446,15652,128,1225097,10.448152268759127
Trinidad and Tobago,2010,22157948396,18000,160,1231002,12.99754183989953
Trinidad and Tobago,2011,25433011405,20557,139,1237186,11.235174015871502
Turkey,2009,644639902581,9773,1050,65962419,1.5918154851173665
Turkey,2010,771901768698,11525,1524,66975131,2.2754714731353043
Turkey,2011,832523681194,12237,1148,68034357,1.6873827439862479
Turkey,2012,873982246102,12671,1450,68976439,2.102167089257826
Turkey,2013,950579413279,13603,1810,69880352,2.590141503580291
Turkey,2014,934185915467,13170,1617,70931420,2.279666754169027
Turkey,2015,859796872794,11961,1532,71880464,2.131316236355959
Turkmenistan,1987,2331358820,815,272,2859100,9.513483263964185
Turkmenistan,1988,3010982414,1029,270,2926300,9.226668489218467
Turkmenistan,1989,3006988217,1003,253,2999000,8.436145381793931
Turkmenistan,1990,3189539641,1036,298,3079800,9.675952983959997
Turkmenistan,1991,3208098919,1014,273,3162500,8.632411067193676
Turkmenistan,1992,3200539816,984,271,3252900,8.331027698361462
Turkmenistan,1993,3179225949,954,240,3331100,7.204827234246945
Turkmenistan,1994,2561118608,748,234,3423100,6.835908971400193
Turkmenistan,1995,2482228440,650,244,3818200,6.3904457597820965
Turkmenistan,1996,2379281768,608,283,3913000,7.23230258113979
Turkmenistan,1997,2450084970,612,333,4006400,8.31170127795527
Turkmenistan,1998,2605688065,636,405,4099200,9.879976580796253
Turkmenistan,1999,2450686660,619,442,3958754,11.165129230055719
Turkmenistan,2000,2904662605,721,383,4026478,9.512035083763031
Turkmenistan,2001,3534803922,863,445,4095981,10.864308208460928
Turkmenistan,2002,4461978499,1077,416,4143692,10.039356206976773
Turkmenistan,2003,5977560877,1431,377,4177740,9.024017770373456
Turkmenistan,2004,6838351088,1624,392,4211000,9.308952742816434
Turkmenistan,2005,8104355717,1906,468,4252530,11.005213367101467
Turkmenistan,2006,10277598152,2397,506,4287650,11.801336396394294
Turkmenistan,2007,12664165103,2916,354,4342657,8.151691464465188
Turkmenistan,2008,19271523179,4368,484,4412135,10.96974593932416
Turkmenistan,2009,20214385965,4508,165,4484467,3.6793670239963854
Turkmenistan,2010,22583157895,4962,178,4551185,3.9110693149146867
Turkmenistan,2011,29233333333,6319,130,4626095,2.8101454898786122
Turkmenistan,2012,35164210526,7498,138,4690058,2.9423943158059025
Turkmenistan,2013,39197543860,8255,101,4748055,2.127186816496439
Turkmenistan,2014,43524210526,9046,136,4811227,2.8267217489426297
Turkmenistan,2015,35799628571,7326,133,4886514,2.72177671035016
Ukraine,1987,64087694038,1353,10050,47374200,21.214078549083677
Ukraine,1988,74703517903,1571,9751,47549900,20.506878037598398
Ukraine,1989,82709161099,1732,10887,47761700,22.794414771668514
Ukraine,1990,81456918679,1698,10645,47971600,22.190212542420934
Ukraine,1991,77464561150,1607,10700,48200600,22.198893789703863
Ukraine,1992,73942235330,1525,11666,48487300,24.05990847087794
Ukraine,1993,65648559903,1349,12469,48680500,25.613952198518913
Ukraine,1994,52549555149,1081,13826,48619000,28.43744215224501
Ukraine,1995,48213868178,996,14541,48415300,30.03389424417488
Ukraine,1996,44558077827,925,15160,48174500,31.468930658335843
Ukraine,1997,50150399792,1046,14903,47923000,31.097802725205018
Ukraine,1998,41883241472,879,14789,47675400,31.020190706318143
Ukraine,1999,31580639045,666,14363,47415400,30.29184610907005
Ukraine,2000,31261527363,663,14467,47125400,30.698943669443654
Ukraine,2001,38009344577,812,13131,46805969,28.05411420923686
Ukraine,2002,42392896031,920,12536,46060017,27.216663858374172
Ukraine,2003,50132953288,1097,12313,45697383,26.944650200209495
Ukraine,2004,64883060726,1432,11256,45322826,24.835168045346514
Ukraine,2005,86142018069,1917,10621,44939270,23.634117777169056
Ukraine,2006,107753069307,2418,10013,44560034,22.47080870719264
Ukraine,2007,142719009901,3229,10032,44198672,22.697514531658324
Ukraine,2008,179992405832,4104,9454,43856123,21.556853076137166
Ukraine,2009,117227769792,2691,9715,43557944,22.30362388087004
Ukraine,2010,136013155905,3141,9089,43296809,20.992309156085845
Ukraine,2011,163159671670,3788,8973,43074791,20.83120960470824
Ukraine,2012,175781379051,4096,9058,42915935,21.106379250504503
Ukraine,2014,133503411376,3299,7968,40464165,19.691497402701874
Ukraine,2015,91030959455,2256,7574,40345446,18.772874638689085
United Arab Emirates,2005,180617018380,42196,96,4280433,2.2427637577787105
United Arab Emirates,2006,222116541865,45110,90,4923879,1.8278272069642654
United Arab Emirates,2007,257916133424,45285,101,5695389,1.7733643830122932
United Arab Emirates,2008,315474615739,48457,100,6510358,1.536013841327927
United Arab Emirates,2009,253547358747,34960,124,7252480,1.7097599717613836
United Arab Emirates,2010,289787338325,36964,111,7839736,1.4158640035837942
United Kingdom,1985,489285164271,9231,5105,53006535,9.630887965040538
United Kingdom,1986,601452653181,11323,4839,53119533,9.109643339673186
United Kingdom,1987,745162608269,13996,4594,53239668,8.62890429744979
United Kingdom,1988,910122732124,17072,4971,53310780,9.324568126746598
United Kingdom,1989,926884816754,17349,4361,53425129,8.162825400009798
United Kingdom,1990,1093169389205,20411,4643,53557854,8.669130021527748
United Kingdom,1991,1142797178131,21201,4547,53903427,8.43545624659449
United Kingdom,1992,1179659529660,21815,4628,54076358,8.558268661510082
United Kingdom,1993,1061388722256,19553,4462,54283982,8.219735980311834
United Kingdom,1994,1140489745944,20927,4380,54497293,8.037096448074953
United Kingdom,1995,1335218557677,24389,4315,54746964,7.881715596137897
United Kingdom,1996,1408781591264,25609,4165,55012207,7.57104691327872
United Kingdom,1997,1552483628029,28091,4143,55266635,7.496385477422319
United Kingdom,1998,1638511096390,29508,4389,55527379,7.904208840831474
United Kingdom,1999,1665623685488,29832,4448,55833339,7.966566355632072
United Kingdom,2000,1647951278560,29358,4290,56133909,7.642439438878201
United Kingdom,2001,1621510004318,29179,4128,55571993,7.4282021881057965
United Kingdom,2002,1768408273381,31630,4117,55908944,7.363759186723327
United Kingdom,2003,2038395102041,36289,3979,56171771,7.083629248577546
United Kingdom,2004,2398555474185,42486,4183,56455011,7.409439704121216
United Kingdom,2005,2520701818182,44372,4047,56809024,7.123868207980479
United Kingdom,2006,2692612695492,47163,4122,57091129,7.220035883333118
United Kingdom,2007,3074359743898,53576,3897,57382757,6.79123869910956
United Kingdom,2008,2890564338235,50111,4259,57683372,7.383410248624162
United Kingdom,2009,2382825985356,41074,4246,58013559,7.318978654627964
United Kingdom,2010,2441173394730,41798,4188,58403529,7.170799559047194
United Kingdom,2011,2619700404733,44491,4393,58881852,7.460702832512809
United Kingdom,2012,2662085168499,44585,4444,59708630,7.442810193434349
United Kingdom,2013,2739818680930,45594,4824,60091793,8.027718527220514
United Kingdom,2014,3022827781881,49906,4788,60570482,7.9048405129085815
United Kingdom,2015,2885570309161,47240,4910,61082942,8.038250678888389
United States,1985,4346734000000,19693,29446,220723000,13.340703053148063
United States,1986,4590155000000,20588,30892,222953000,13.85583508631864
United States,1987,4870217000000,21631,30783,225148000,13.672339971929574
United States,1988,5252629000000,23103,30388,227353000,13.3659991291076
United States,1989,5657693000000,24654,30218,229487000,13.167630410437193
United States,1990,5979589000000,26004,30895,229952200,13.435400922452578
United States,1991,6174043000000,26503,30790,232955000,13.21714494215621
United States,1992,6539299000000,27760,30471,235565600,12.935250308194405
United States,1993,6878718000000,28891,31084,238092300,13.055441104143224
United States,1994,7308755000000,30375,31123,240614100,12.934819696767562
United States,1995,7664060000000,31518,31272,243164200,12.860445739956786
United States,1996,8100201000000,32928,30879,245997800,12.552551282978953
United States,1997,8608515000000,34644,30517,248486400,12.281155024983258
United States,1998,9089168000000,36164,30558,251332500,12.15839575064904
United States,1999,9660624000000,38072,29183,253748671,11.500749889641787
United States,2000,10284779000000,39218,29343,262246108,11.189107904701489
United States,2001,10621824000000,40018,30607,265427546,11.53120708880758
United States,2002,10977514000000,40845,31645,268759559,11.774464922380677
United States,2003,11510670000000,42468,31477,271041510,11.61335029457296
United States,2004,12274928000000,44867,32428,273584136,11.853026448872752
United States,2005,13093726000000,47423,32629,276106680,11.817533715591379
United States,2006,13855888000000,49666,33292,278980848,11.933435660070831
